MSSubClass,MSZoning,LotFrontage,LotArea,Alley,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
20,RL,80,11844,NA,8,5,2008,2008,464,Gd,0,0,2046,2046,Ex,Y,SBrkr,2046,0,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008,3,834,322,82,0,0,0,0,NA,NA,NA,0,7,2009,372500
20,RL,NA,9945,NA,5,5,1961,1961,57,TA,827,0,161,988,TA,Y,SBrkr,988,0,0,988,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1963,2,572,0,0,0,0,0,0,NA,NA,NA,0,10,2007,128500
120,RL,50,8012,NA,6,5,1980,1980,0,TA,543,119,261,923,TA,Y,SBrkr,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980,1,264,80,0,0,0,0,0,NA,NA,NA,0,5,2010,143000
50,RH,55,4500,Pave,5,5,1932,2000,0,TA,182,0,611,793,Ex,Y,SBrkr,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1968,1,281,0,0,56,0,0,0,NA,NA,NA,0,7,2009,159434
120,RL,NA,2887,NA,6,5,1996,1997,0,TA,1003,0,288,1291,Ex,Y,SBrkr,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996,2,431,307,0,0,0,0,0,NA,NA,NA,0,11,2008,173000
20,RL,90,11248,NA,9,5,2002,2002,215,Gd,1059,0,567,1626,Ex,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002,3,702,257,45,0,0,0,0,NA,NA,NA,0,7,2007,285000
60,RL,58,16770,NA,7,5,1998,1998,30,Gd,0,0,1195,1195,Gd,Y,SBrkr,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,NA,Attchd,1998,2,486,0,81,0,0,0,0,NA,NA,NA,0,6,2010,221000
160,RL,NA,5062,NA,7,5,1984,1984,0,Gd,828,182,180,1190,Gd,Y,SBrkr,1190,900,0,2090,1,0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,1984,2,577,219,0,0,0,0,0,NA,NA,NA,0,9,2007,207500
60,FV,84,10207,NA,7,6,2007,2007,0,Gd,0,0,874,874,Ex,Y,SBrkr,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,NA,Attchd,2007,2,578,144,105,0,0,0,0,NA,NA,NA,0,8,2007,227875
160,FV,NA,5105,NA,7,5,2004,2004,0,Gd,239,0,312,551,Ex,Y,SBrkr,551,551,0,1102,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2004,2,480,0,60,0,0,0,0,NA,NA,NA,0,3,2007,148800
20,RL,60,8089,NA,8,6,2007,2007,0,Gd,945,0,474,1419,Ex,Y,SBrkr,1419,0,0,1419,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007,2,567,140,0,0,0,0,0,NA,NA,NA,0,10,2007,392000
120,RL,61,7577,NA,6,5,2005,2006,256,Gd,20,0,1342,1362,Ex,Y,SBrkr,1362,0,0,1362,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,2,460,192,28,0,0,0,0,NA,NA,NA,0,6,2007,194700
120,RM,NA,4426,NA,6,5,2004,2004,147,Gd,697,0,151,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004,2,420,149,0,0,0,0,0,NA,NA,NA,0,5,2008,141000
60,RL,104,21535,NA,10,6,1994,1995,1170,Ex,1455,0,989,2444,Ex,Y,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,1994,3,832,382,50,0,0,0,0,NA,NA,NA,0,1,2007,755000
60,RL,42,26178,NA,7,5,1989,1990,293,Gd,965,0,245,1210,Ex,Y,SBrkr,1238,1281,0,2519,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989,2,628,320,27,0,0,0,0,NA,NA,NA,0,4,2006,335000
30,RL,60,5400,NA,5,6,1921,1968,0,TA,0,0,1073,1073,Ex,Y,SBrkr,1073,0,0,1073,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1968,1,326,0,0,112,0,0,0,NA,NA,NA,0,12,2006,108480
50,RM,51,6120,NA,5,6,1936,1950,0,TA,0,0,927,927,TA,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1995,2,576,112,0,0,0,0,0,NA,MnPrv,NA,0,4,2009,141500
20,RL,54,13811,NA,6,6,1987,1987,72,TA,980,40,92,1112,Gd,Y,SBrkr,1137,0,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987,2,551,125,0,0,0,0,0,NA,NA,NA,0,7,2006,176000
30,RM,50,6000,NA,5,7,1921,1950,0,TA,616,0,0,616,Gd,Y,SBrkr,616,0,0,616,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1921,1,205,0,0,129,0,0,0,NA,NA,NA,0,6,2006,89000
20,RL,57,6420,NA,5,7,1952,1952,0,TA,210,551,219,980,Fa,Y,FuseA,1148,0,0,1148,0,1,1,0,2,1,TA,6,Typ,0,NA,Detchd,1952,1,308,0,0,0,0,0,0,NA,NA,NA,0,9,2006,123500
20,RL,65,8450,NA,5,8,1965,2009,0,TA,553,117,224,894,Ex,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1973,1,336,416,144,0,0,0,0,NA,MnPrv,NA,0,4,2010,138500
120,FV,59,4282,Pave,7,5,2004,2004,0,Gd,16,0,1375,1391,Ex,Y,SBrkr,1391,0,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2004,2,530,156,158,0,0,0,0,NA,NA,NA,0,7,2008,196000
20,RL,85,14331,NA,8,5,2002,2002,630,Gd,1274,0,526,1800,Ex,Y,SBrkr,1800,0,0,1800,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002,3,765,270,78,0,0,0,0,NA,NA,NA,0,5,2006,312500
20,RL,80,9600,NA,7,5,1969,1969,168,TA,0,0,1164,1164,TA,Y,SBrkr,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1969,2,528,0,0,0,0,0,0,NA,NA,NA,0,7,2006,140000
60,RL,82,12438,NA,8,5,2006,2006,466,Ex,0,0,1234,1234,Ex,Y,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006,3,666,324,100,0,0,0,0,NA,NA,NA,0,7,2006,361919
190,RM,76,7630,NA,5,9,1900,1996,0,TA,0,0,360,360,Gd,Y,SBrkr,1032,780,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999,2,672,344,0,40,0,0,0,NA,MnPrv,NA,0,5,2010,140000
20,RL,70,8400,NA,7,5,2004,2005,109,Gd,712,0,761,1473,Ex,Y,SBrkr,1484,0,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2004,2,606,0,35,0,144,0,0,NA,NA,NA,0,5,2010,213000
190,RM,70,5600,NA,4,5,1930,1950,0,Fa,0,0,0,0,Fa,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,Othr,3500,7,2010,55000
20,RL,NA,115149,NA,7,5,1971,2002,351,TA,1219,0,424,1643,TA,Y,SBrkr,1824,0,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971,2,739,380,48,0,0,0,0,NA,NA,NA,0,6,2007,302000
120,RL,48,6240,NA,8,5,2006,2006,176,Gd,863,0,461,1324,Ex,Y,SBrkr,1324,0,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,2,550,192,38,0,0,0,0,NA,NA,NA,0,12,2009,254000
60,RL,65,9018,NA,7,5,2007,2007,0,Gd,0,0,728,728,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007,2,400,100,24,0,0,0,0,NA,NA,NA,0,7,2007,179540
20,RL,NA,7162,NA,5,7,1966,1966,41,TA,0,0,876,876,TA,Y,SBrkr,904,0,0,904,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1966,1,408,0,0,0,0,0,0,NA,MnPrv,NA,0,12,2008,109900
30,RL,56,4130,NA,3,6,1935,2003,0,Gd,0,0,270,270,Gd,Y,SBrkr,729,0,0,729,0,0,1,0,2,1,TA,5,Maj2,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,7,2008,52000
50,C (all),66,8712,Pave,4,7,1900,1950,0,TA,0,0,859,859,Gd,Y,SBrkr,859,319,0,1178,0,0,1,0,2,1,TA,7,Typ,0,NA,Detchd,1964,1,384,68,0,98,0,0,0,NA,NA,NA,0,1,2010,102776
120,RL,40,4671,NA,8,5,1988,1989,0,Gd,767,0,461,1228,Gd,Y,SBrkr,1228,0,0,1228,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988,2,472,168,120,0,0,0,0,NA,NA,NA,0,10,2008,189000
190,RL,60,9873,NA,4,5,1970,1970,160,TA,789,0,171,960,TA,N,SBrkr,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1970,2,576,0,288,0,0,0,0,NA,NA,NA,0,5,2006,129000
60,RL,NA,13517,NA,6,8,1976,2005,289,Gd,533,0,192,725,Ex,Y,SBrkr,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1976,2,475,0,44,0,0,0,0,NA,NA,NA,0,3,2010,130500
20,RL,78,10140,NA,6,5,1974,1974,174,TA,0,0,1064,1064,TA,Y,SBrkr,1350,0,0,1350,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974,2,478,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2009,165000
70,RM,60,10800,Grvl,7,8,1890,1998,0,TA,0,0,718,718,Ex,Y,SBrkr,1576,978,0,2554,0,0,1,1,3,1,TA,8,Typ,0,NA,Detchd,1996,2,704,0,48,143,0,0,0,NA,NA,NA,0,7,2007,159500
20,RL,80,10000,NA,5,6,1973,2000,0,TA,1084,0,92,1176,Gd,Y,SBrkr,1178,0,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973,2,439,224,0,0,0,0,0,NA,MnPrv,NA,0,11,2008,157000
60,RL,96,10542,NA,7,5,1993,1994,651,Gd,1173,0,138,1311,Ex,Y,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,3,983,250,154,216,0,0,0,NA,NA,NA,0,8,2008,341000
20,RL,69,9920,NA,5,6,1969,1969,0,TA,523,0,448,971,TA,Y,SBrkr,971,0,0,971,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969,1,300,0,0,0,0,0,0,NA,NA,NA,0,5,2006,128500
120,RL,NA,6563,NA,8,5,1985,1985,0,Gd,1148,0,594,1742,TA,Y,SBrkr,1742,0,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985,2,564,114,28,234,0,0,0,NA,NA,NA,0,12,2006,275000
120,RM,NA,4426,NA,6,5,2004,2004,169,Gd,662,0,186,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,2004,2,420,160,0,0,0,0,0,NA,NA,NA,0,5,2010,143000
20,RL,70,8120,NA,4,7,1970,1970,0,TA,191,0,673,864,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1994,2,463,0,0,0,0,0,0,NA,NA,NA,0,7,2009,124500
50,RL,60,8172,NA,4,6,1954,1972,0,TA,0,0,941,941,Ex,Y,SBrkr,997,473,0,1470,0,0,2,0,4,1,TA,7,Typ,0,NA,Detchd,1958,1,548,0,0,0,0,156,0,NA,NA,NA,0,5,2008,135000
20,RL,86,13286,NA,9,5,2007,2008,340,Ex,1234,0,464,1698,Ex,Y,SBrkr,1698,0,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,3,768,327,64,0,0,0,0,NA,NA,NA,0,2,2009,320000
20,RL,60,6960,NA,4,6,1970,1970,0,TA,375,239,250,864,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1989,2,660,96,0,0,0,0,0,NA,NA,Shed,500,11,2009,120500
20,RL,NA,21695,NA,6,9,1988,2007,260,Gd,808,0,72,880,Ex,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988,2,540,292,44,0,182,0,0,NA,NA,NA,0,12,2009,222000
20,RL,64,7314,NA,7,5,2007,2007,82,Gd,724,0,508,1232,Ex,Y,SBrkr,1232,0,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,2,632,132,0,0,0,0,0,NA,NA,NA,0,2,2009,194500
90,RL,85,11475,NA,5,5,1958,1958,95,TA,0,0,1584,1584,TA,Y,SBrkr,1776,0,0,1776,1,0,2,0,4,2,TA,9,Typ,0,NA,Detchd,1968,3,888,0,25,0,0,0,0,NA,NA,NA,0,7,2009,110000
30,RM,52,6240,Grvl,4,5,1925,1950,0,TA,152,0,628,780,TA,Y,FuseA,848,0,360,1208,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1962,2,539,0,23,112,0,0,0,NA,NA,NA,0,1,2009,103000
120,RL,39,5389,NA,8,5,1995,1996,0,Gd,1180,0,415,1595,Ex,Y,SBrkr,1616,0,0,1616,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995,2,608,237,152,0,0,0,0,NA,NA,NA,0,3,2010,236500
80,RL,73,9590,NA,7,5,2003,2003,442,Gd,786,0,82,868,Ex,Y,SBrkr,1146,0,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003,2,438,160,22,0,0,0,0,NA,NA,NA,0,5,2007,187500
60,RL,75,11404,NA,7,5,1998,1999,202,Gd,252,0,901,1153,Ex,Y,SBrkr,1153,878,0,2031,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998,2,541,192,84,0,0,0,0,NA,NA,NA,0,7,2008,222500
20,RL,80,10000,NA,5,6,1961,1983,0,TA,594,0,270,864,Ex,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961,1,264,165,0,0,0,0,0,NA,GdWo,Shed,400,3,2009,131400
20,RL,NA,8978,NA,5,5,1968,1968,0,TA,0,0,948,948,TA,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1968,1,300,147,0,0,0,0,0,NA,NA,NA,0,5,2007,108000
75,RM,60,10800,NA,7,7,1914,1970,0,TA,390,0,490,880,Fa,N,SBrkr,880,888,0,1768,0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914,2,320,0,341,0,0,0,0,NA,NA,NA,0,10,2006,163000
90,RL,60,8544,NA,3,4,1950,1950,0,TA,0,0,0,0,Gd,N,FuseF,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1949,2,400,0,0,0,0,0,0,NA,NA,NA,0,7,2006,93500
60,RL,72,10463,NA,8,5,2005,2005,0,Gd,0,0,893,893,Ex,Y,SBrkr,901,900,0,1801,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,3,800,0,116,0,0,0,0,NA,NA,NA,0,6,2006,239900
90,RL,60,10800,NA,5,5,1987,1988,0,TA,1200,0,0,1200,TA,Y,SBrkr,1200,0,0,1200,3,0,3,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,120,0,0,0,0,0,NA,NA,NA,0,3,2009,179000
60,RL,65,9313,NA,7,5,2004,2004,0,Gd,0,0,864,864,Ex,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2004,2,572,187,56,0,0,0,0,NA,NA,NA,0,4,2009,190000
70,RM,60,9600,Grvl,5,7,1910,2002,0,TA,0,0,264,264,Ex,Y,SBrkr,768,664,0,1432,0,0,2,0,2,1,TA,7,Typ,0,NA,Detchd,1910,2,360,270,0,112,0,0,0,NA,GdPrv,NA,0,5,2007,132000
20,RL,65,6768,NA,6,8,1961,1996,0,TA,832,0,80,912,Gd,Y,SBrkr,912,0,0,912,1,1,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1962,1,288,168,0,0,0,0,0,NA,GdPrv,NA,0,5,2008,142000
20,RL,65,8450,NA,7,5,2000,2001,108,TA,0,0,1349,1349,Ex,Y,SBrkr,1349,0,0,1349,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,2000,2,539,120,55,0,0,0,0,NA,GdPrv,NA,0,12,2007,179000
80,RL,70,12886,NA,5,6,1963,1999,0,TA,444,0,76,520,Ex,Y,SBrkr,1464,0,0,1464,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997,2,480,302,0,0,0,100,0,NA,NA,NA,0,10,2009,175000
120,RL,41,5395,NA,8,5,1993,1993,0,Gd,733,0,604,1337,Gd,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993,2,462,96,0,70,168,0,0,NA,NA,NA,0,10,2008,180000
60,RL,NA,8963,NA,8,9,1976,1996,289,Ex,575,80,487,1142,Ex,Y,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994,2,831,0,204,0,0,0,0,NA,NA,NA,0,7,2008,299800
60,RL,NA,8795,NA,7,5,2000,2000,0,Gd,300,0,652,952,Ex,Y,SBrkr,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,2,554,224,54,0,0,0,0,NA,NA,NA,0,4,2009,236000
70,RM,65,11700,Pave,7,7,1880,2003,0,Gd,0,0,1240,1240,TA,N,SBrkr,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950,4,864,181,0,386,0,0,0,NA,NA,NA,0,5,2009,265979
20,RL,59,10593,NA,7,5,1996,1996,338,Gd,919,0,801,1720,Ex,Y,SBrkr,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996,2,527,240,56,154,0,0,0,NA,NA,NA,0,3,2010,260400
50,RL,50,8405,NA,4,3,1945,1950,0,TA,0,0,0,0,TA,N,FuseF,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,NA,Detchd,1945,1,240,92,0,185,0,0,0,NA,NA,NA,0,4,2009,98000
50,RM,55,8800,Grvl,4,7,1910,2004,0,TA,0,0,576,576,Gd,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,NA,NA,NA,0,0,0,160,0,0,0,0,NA,NA,NA,0,6,2010,96500
60,RL,NA,7750,NA,7,5,2003,2003,0,Gd,0,0,660,660,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2003,2,400,0,48,0,0,0,0,NA,NA,NA,0,8,2007,162000
20,RL,79,9236,NA,6,5,1997,1997,0,TA,1200,0,279,1479,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1997,2,576,168,27,0,0,0,0,NA,NA,NA,0,7,2006,217000
60,RL,80,10240,NA,8,5,2005,2005,178,Gd,0,0,1030,1030,Gd,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005,3,878,192,52,0,0,0,0,NA,NA,NA,0,3,2006,275500
20,RL,61,7930,NA,6,8,1969,2005,0,TA,439,472,115,1026,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1969,2,440,171,48,0,0,0,0,NA,NA,NA,0,7,2009,156000
160,FV,34,3230,Pave,6,5,1999,1999,894,TA,381,0,348,729,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999,2,440,0,24,0,0,0,0,NA,NA,NA,0,3,2009,172500
60,RL,68,10769,NA,8,5,2007,2007,0,Gd,20,0,846,866,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2007,2,578,144,105,0,0,0,0,NA,NA,NA,0,4,2009,212000
60,RL,NA,11616,NA,6,5,1978,1978,328,TA,438,0,234,672,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978,2,440,335,0,0,0,0,0,NA,GdPrv,NA,0,4,2010,158900
160,FV,24,2280,Pave,7,5,1999,1999,360,TA,549,0,195,744,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999,2,440,0,0,0,0,0,0,NA,NA,NA,0,8,2008,179400
60,RL,65,12257,NA,8,5,1995,1995,513,Gd,56,64,1198,1318,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995,3,752,222,98,0,0,0,0,NA,NA,NA,0,11,2007,290000
20,RL,70,9100,NA,6,6,1959,1959,0,TA,612,0,252,864,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2008,1,300,0,0,0,0,0,0,NA,NA,Shed,450,10,2009,127500
30,RM,60,6911,NA,5,5,1924,1950,0,TA,405,0,740,1145,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,NA,Detchd,1965,2,440,0,0,0,0,0,0,NA,NA,NA,0,10,2009,100000
60,FV,72,8640,NA,7,5,2009,2009,0,TA,24,0,732,756,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2009,2,614,169,45,0,0,0,0,NA,NA,NA,0,6,2010,215200
60,RL,82,9430,NA,8,5,1999,1999,673,Gd,1163,0,89,1252,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999,3,856,0,128,0,0,180,0,NA,NA,NA,0,7,2009,337000
120,RL,30,9549,NA,8,5,1995,1996,0,Gd,437,1057,0,1494,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995,2,481,0,30,0,0,216,0,NA,NA,NA,0,4,2006,270000
20,RL,75,14587,NA,9,5,2008,2008,284,Gd,0,0,1498,1498,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,2,592,0,174,0,0,0,0,NA,NA,NA,0,8,2008,264132
60,RL,80,10421,NA,7,5,1988,1988,42,TA,394,0,586,980,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988,2,496,228,66,156,0,0,0,NA,MnPrv,Shed,500,3,2010,196500
50,RL,75,12508,NA,6,7,1940,1985,0,TA,660,0,323,983,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,NA,Attchd,1989,1,423,245,0,156,0,0,0,NA,NA,Shed,1300,7,2008,160000
20,RL,70,9100,NA,7,5,2004,2005,0,Gd,24,0,1836,1860,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,2,484,120,33,0,0,0,0,NA,NA,NA,0,10,2006,216837
60,RL,47,53504,NA,8,5,2003,2003,603,Ex,1416,0,234,1650,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003,3,841,503,36,0,0,210,0,NA,NA,NA,0,6,2010,538000
85,RL,NA,7252,NA,5,5,1982,1982,0,TA,685,0,173,858,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1983,2,576,120,0,0,0,0,0,NA,NA,NA,0,4,2009,134900
20,RL,67,8877,NA,4,5,1951,1951,0,TA,836,0,0,836,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1951,2,396,0,0,0,0,0,0,NA,NA,NA,0,4,2006,102000
80,RL,94,7819,NA,6,5,1976,1976,0,TA,422,127,480,1029,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976,2,672,144,0,0,0,0,0,NA,MnPrv,NA,0,3,2010,107000
20,RL,70,10150,NA,5,5,1958,1958,1,TA,456,0,456,912,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1958,1,275,0,0,0,0,0,0,NA,NA,NA,0,7,2007,114500
20,RL,110,14226,NA,8,5,2006,2006,375,Gd,0,0,1935,1935,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006,3,895,315,45,0,0,0,0,NA,NA,NA,0,7,2007,395000
120,RM,32,4500,NA,6,5,1998,1998,320,TA,866,0,338,1204,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,2,412,0,247,0,0,0,0,NA,NA,NA,0,6,2009,162000
20,RL,86,11210,NA,7,5,2005,2006,240,Gd,20,0,1594,1614,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,3,865,144,59,0,0,0,0,NA,NA,NA,0,7,2006,221500
20,RL,100,13350,NA,5,5,1974,1974,0,TA,762,0,102,864,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974,2,440,241,0,0,0,0,0,NA,MnPrv,NA,0,6,2006,142500
90,RH,60,8400,NA,5,5,1977,1977,320,TA,0,0,0,0,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977,2,630,0,0,0,0,0,0,NA,NA,NA,0,10,2007,144000
90,RL,78,10530,NA,6,5,1977,1977,90,TA,975,0,0,975,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1977,2,504,0,0,0,0,0,0,NA,NA,NA,0,5,2006,135000
20,RL,63,7875,NA,7,5,1995,1996,38,TA,0,0,1237,1237,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995,2,402,220,21,0,0,0,0,NA,NA,NA,0,6,2007,176000
60,RL,65,7153,NA,6,5,1992,1992,0,Gd,387,0,374,761,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1992,2,484,0,124,0,0,0,0,NA,NA,NA,0,7,2006,175900
